model_id,phase,sample_id,target,feature,feature_block,feature_role,included_in_contract,reason,source_decision,source_decision_reason
P1_STRUCTURE,P1,P1_STRUCTURE_READY,a_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,admission_yield_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,admit_per_applicant_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,competition_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,graduate_school_progression_rate_pct,PROG,grade_signal,True,same_time_alignment_noncausal,EXCLUDE,manual_approved_p4_use_false
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,health_employment_rate_pct,EMP,grade_signal,True,same_time_alignment_noncausal,EXCLUDE,manual_approved_p4_use_false
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P1_SELECTIVITY,P1,P1_SELECTIVITY_READY,a_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_S,P2,P2_STRUCTURE_READY,a_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,admission_yield_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,admit_per_applicant_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,competition_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P2_Q,P2,P2_SELECTIVITY_READY,a_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_S,P3,P3_STRUCTURE_READY,a_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,admission_yield_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,admit_per_applicant_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,competition_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P3_Q,P3,P3_SELECTIVITY_READY,a_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,a_rate_pct,GRADE,grade_signal,True,same_time_grade_signal,EXCLUDE,manual_approved_p4_use_false
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_A_RATE,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,grade_residual_structure_oof,DERIVED,grade_signal,True,oof_grade_signal,,
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_STRUCTURE_RESIDUAL,P4_E,P4_E_STRUCTURE_READY,health_employment_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,a_rate_pct,GRADE,grade_signal,True,same_time_grade_signal,EXCLUDE,manual_approved_p4_use_false
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,admission_yield_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,admit_per_applicant_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,competition_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_A_RATE,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,admission_yield_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,admit_per_applicant_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,competition_ratio,Q,control,True,manual_approved_allowed_block_Q,INCLUDE,allowed_Q_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,grade_residual_selectivity_oof,DERIVED,grade_signal,True,oof_grade_signal,,
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_E_SELECTIVITY_RESIDUAL,P4_E,P4_E_SELECTIVITY_READY,health_employment_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,a_rate_pct,GRADE,grade_signal,True,same_time_grade_signal,EXCLUDE,manual_approved_p4_use_false
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,international_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,leave_rate_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,major_group_7,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,region_sido,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,school_type,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_P_STRUCTURE_A_RATE,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,student_faculty_ratio,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_P_STRUCTURE_RESIDUAL,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,campus_branch,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_P_STRUCTURE_RESIDUAL,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,credit_forfeit_flag,POLICY,control,True,manual_approved_allowed_block_POLICY,INCLUDE,allowed_POLICY_source_feature
P4_P_STRUCTURE_RESIDUAL,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,degree_course,S0,control,True,manual_approved_allowed_block_S0,INCLUDE,allowed_S0_source_feature
P4_P_STRUCTURE_RESIDUAL,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,female_student_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_P_STRUCTURE_RESIDUAL,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,fulltime_faculty_share_pct,B,control,True,manual_approved_allowed_block_B,INCLUDE,allowed_B_source_feature
P4_P_STRUCTURE_RESIDUAL,P4_P,P4_P_STRUCTURE_READY,graduate_school_progression_rate_pct,grade_residual_structure_oof,DERIVED,grade_signal,True,oof_grade_signal,,
