column,dataset_n,numeric_n,missing_pct_mean,sample_paths
major7_mapping_method,9,0,0.0,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/major7_mapping_method_distribution.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/major_mapping_confidence_by_method.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/major_mapping_method_by_major_group_7_crosstab.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv
missing_rate,9,9,0.0,workbook/p2/p2_4/p4_1_data_contract/profiles/d01_missing_top200.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/d01_v2_missing_top200.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/d03_v2_missing_top200.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/d08_v2_missing_top200.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/feature_missing_by_sample.csv
campus_branch,8,2,0.6170678851275124,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv | workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_headcount_master_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv
campus_seq,8,2,0.6105838596787438,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv | workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_headcount_master_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv
missing_n,8,8,0.0,workbook/p2/p2_3/p4_handoff_candidate/local1/department_model_column_registry.csv | workbook/p2/p2_3/p4_handoff_candidate/shared/department_model_column_registry.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/d01_missing_top200.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/d01_v2_missing_top200.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/d03_v2_missing_top200.csv
source_file,8,0,0.0,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__job_cert_bridge.csv
source_sha256,8,0,0.0,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__job_cert_bridge.csv
campus_uid,7,0,0.0,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_headcount_uid_duplicate_rows.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_normalized_name_duplicate_rows.csv | workbook/p2/p2_4/p4_2_model_readiness/qa/d08_key_duplicate_detail.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_headcount_master_2024.csv
dept_name_std,7,0,0.004986773658697111,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_2_model_readiness/qa/d08_key_duplicate_detail.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv
dept_norm_strict,7,0,0.0,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_headcount_master_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv
dept_norm_suffix_reduced,7,0,0.0,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_headcount_master_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv
dept_uid,7,0,0.0,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_headcount_uid_duplicate_rows.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_normalized_name_duplicate_rows.csv | workbook/p2/p2_4/p4_2_model_readiness/qa/d08_key_duplicate_detail.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_headcount_master_2024.csv
feature,7,0,0.0734126984126984,workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_ctx24.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_goms.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_structure.csv | workbook/p2/p2_4/p4_2_model_readiness/qa/missingness_selection_audit.csv | workbook/p2/p2_4/p4_2_model_readiness/qa/target_leakage_audit.csv
major7_mapping_confidence,7,0,0.0,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/major_mapping_confidence_by_method.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_1_data_contract/qa/major7_special_term_search.csv | workbook/p2/p2_4/p4_1_data_contract/samples/major7_mapping_sample.csv
max,7,7,0.059340659340659345,workbook/p2/p2_4/p4_1_data_contract/qa/d08_rate_range_audit.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_ctx24.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_goms.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_structure.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/target_profile_employment.csv
min,7,7,0.059340659340659345,workbook/p2/p2_4/p4_1_data_contract/qa/d08_rate_range_audit.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_ctx24.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_goms.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/feature_quality_structure.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/target_profile_employment.csv
non_null_n,7,7,0.0,workbook/p2/p2_3/p4_handoff_candidate/local1/p4_target_candidate_registry.csv | workbook/p2/p2_3/p4_handoff_candidate/shared/p4_target_candidate_registry.csv | workbook/p2/p2_4/p4_1_data_contract/profiles/target_missing_by_split_major.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_rate_range_audit.csv | workbook/p2/p2_4/p4_2_model_readiness/profiles/target_profile_employment.csv
a_rate_pct,6,5,0.060866483565163464,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
campus_name_raw_x,6,1,0.6967443556978042,workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_headcount_uid_duplicate_rows.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_normalized_name_duplicate_rows.csv | workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv
candidate_count,6,5,0.0,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_headcount_uid_duplicate_rows.csv | workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv
cd_rate_pct,6,5,0.060866483565163464,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
credit_forfeit_flag,6,5,0.3333333333333333,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
dept_field_raw,6,2,0.3333333333333333,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
dept_field_std,6,2,0.3333333333333333,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
dept_token_signature,6,0,0.0,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_headcount_master_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv
domestic_progression_rate_pct,6,5,0.46294669009958994,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
employment_rate_pct,6,5,0.221425030692088,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
f_rate_pct,6,5,0.060866483565163464,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
graduate_school_progression_rate_pct,6,5,0.46294669009958994,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
has_employment,6,5,0.0,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
has_progression,6,5,0.0,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
has_selectivity,6,5,0.0,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
headcount_row_id,6,0,0.2040152695024314,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_1_data_contract/samples/structure_match_sample_seed3085.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_headcount_master_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv
health_employment_rate_pct,6,5,0.46831673501269283,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
major7_evidence,6,0,0.0,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/p4_1_data_contract/qa/major7_special_term_search.csv | workbook/p2/p2_4/p4_1_data_contract/samples/major7_mapping_sample.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv
overseas_progression_rate_pct,6,5,0.46294669009958994,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
progression_rate_pct,6,5,0.46294669009958994,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
rate_range_qa,6,0,0.0,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
school_name_base_raw,6,0,0.0,workbook/p2/p2_4/dept_outcomes_2023_sample.csv | workbook/p2/p2_4/p4_1_data_contract/qa/d08_composite_key_duplicates.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv | workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv
