topic_id,topic_group_code,topic_name,population_scope,group_axis,outcome_axis,metric_family,statistic,unit,classification_version,share_direction,frequency_reconstruction_rule,include_in_major_mart,decision_rationale
GOMS_001,2,성별 경제활동 상태,all_graduates,sex,economic_status,distribution_frequency_share,"frequency,share",count_and_pct,all,P(group_axis|economic_status),rates must be reconstructed from frequency by group_axis and economic_status,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_002,2,학교유형별 경제활동 상태,all_graduates,school_type,economic_status,distribution_frequency_share,"frequency,share",count_and_pct,all,P(group_axis|economic_status),rates must be reconstructed from frequency by group_axis and economic_status,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_029,4,사업체 유형별 월평균 근로소득,employed_graduates,firm_type,mean_monthly_income,continuous_mean,mean,10k_krw_per_month,all,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_030,4,종사상지위별 월평균 근로소득,employed_graduates,employment_status,mean_monthly_income,continuous_mean,mean,10k_krw_per_month,all,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_031,5,성별 주당 평균 근로시간,employed_graduates,sex,weekly_work_hours,continuous_mean,mean,hours_per_week,all,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_032,5,학교유형별 주당 평균 근로시간,employed_graduates,school_type,weekly_work_hours,continuous_mean,mean,hours_per_week,all,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_033,5,전공계열별 주당 평균 근로시간,employed_graduates,major_group,weekly_work_hours,continuous_mean,mean,hours_per_week,all,not_applicable,mean only; standard deviation unavailable and not reconstructed,True,major_group_7 grain source
GOMS_034,5,산업별 주당 평균 근로시간,employed_graduates,industry,weekly_work_hours,continuous_mean,mean,hours_per_week,all,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_035,5,직업별 주당 평균 근로시간(~2016),employed_graduates,occupation,weekly_work_hours,continuous_mean,mean,hours_per_week,pre_2017,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_036,5,직업별 주당 평균 근로시간(2017~),employed_graduates,occupation,weekly_work_hours,continuous_mean,mean,hours_per_week,post_2017,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_037,5,사업체 규모별 주당 평균 근로시간,employed_graduates,firm_size,weekly_work_hours,continuous_mean,mean,hours_per_week,all,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_038,5,사업체 유형별 주당 평균 근로시간,employed_graduates,firm_type,weekly_work_hours,continuous_mean,mean,hours_per_week,all,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
GOMS_039,5,종사상지위별 주당 평균 근로시간,employed_graduates,employment_status,weekly_work_hours,continuous_mean,mean,hours_per_week,all,not_applicable,mean only; standard deviation unavailable and not reconstructed,False,non-major axis or not required for P4 D06/D07 handoff
