outcome_row_id,headcount_row_id,match_method,match_score,candidate_count,review_needed,match_evidence,candidate_preview,headcount_match_flag
OC2024_00112,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00113,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00114,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00115,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00116,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00117,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00118,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00119,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00120,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00121,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00122,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00123,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00124,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00125,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00126,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00127,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00128,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00129,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00130,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00131,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00132,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00133,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00134,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00135,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00136,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00137,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00138,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00139,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00140,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00141,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00142,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00143,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00144,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00145,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00146,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00147,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00148,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00149,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00150,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00151,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00152,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00153,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00154,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00155,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00156,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00157,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00158,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00159,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00160,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00161,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00162,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00163,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00164,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00165,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00166,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00167,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00168,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00169,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00170,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00171,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00172,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00173,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00174,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00226,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00227,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00228,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00229,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00230,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00231,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00232,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00233,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00234,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00235,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00236,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00237,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00238,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00239,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00240,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00241,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00242,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00243,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00244,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00245,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00246,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00247,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00248,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00249,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00250,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00251,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00252,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00253,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00254,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00255,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00256,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00257,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00258,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00259,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00260,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00261,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00262,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00263,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00264,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00265,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00266,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00267,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00453,,unmatched,,116,True,no exact/fuzzy candidate within same normalized school and campus scope,일본어학과 | 일본어학전공 | 영미언어문화전공 | 영어과 | 영어전공,False
OC2024_00454,,unmatched,,116,True,no exact/fuzzy candidate within same normalized school and campus scope,일본어학과 | 일본어학전공 | 영미언어문화전공 | 영어과 | 영어전공,False
OC2024_00626,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00627,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00628,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00629,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00630,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00631,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00632,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00633,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00634,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00635,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00636,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00637,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00638,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00639,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00640,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00641,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00642,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00643,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00644,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00645,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00646,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00647,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00648,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00649,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00650,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00651,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00652,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00653,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00654,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00655,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00656,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00657,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00658,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00659,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00660,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00661,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00662,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00663,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00664,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00665,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00666,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00667,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00668,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00669,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00670,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00671,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00672,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00673,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00674,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00675,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00676,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00677,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00678,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00679,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00680,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00681,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00682,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00683,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00684,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00685,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00686,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00687,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00688,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00689,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00690,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00691,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00692,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00693,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00694,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00695,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00696,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00697,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00698,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00699,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00700,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00701,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00702,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00703,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00704,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00705,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00706,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00707,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00708,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00709,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00710,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00711,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00712,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00713,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00714,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00715,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00716,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00717,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00718,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00719,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00720,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00721,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00722,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00723,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00724,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00725,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00726,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00727,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00728,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00729,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00730,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00731,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00732,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00733,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00734,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00735,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00736,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00737,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00738,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00739,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00740,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00741,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00742,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00743,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00744,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00745,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00746,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00747,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00748,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00749,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00750,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00751,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00752,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00753,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00754,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00755,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00756,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00757,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00758,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00759,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00760,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00761,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00762,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00763,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00764,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00765,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00766,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00767,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00768,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00769,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00770,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00771,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00772,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00773,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00774,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00775,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00776,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00777,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00778,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00779,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00780,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00781,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00782,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00783,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00784,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00785,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00786,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
OC2024_00787,,unmatched,,0,True,no exact/fuzzy candidate within same normalized school and campus scope,,False
