연도,학제,대학원구분,학교명,학교상태,본분교,시도,시군구,설립,주야구분,주소,우편번호,전화번호,팩스번호,홈페이지,학위과정,대계열,중계열,소계열,학과코드,학과명,학과수_전체,학과수_석사,학과수_박사,입학정원_학부_계,정원내_입학정원_학부,정원외_입학정원_학부,모집인원_학부_계,정원내_모집인원_학부,정원외_모집정원_학부,지원자_전체_계,지원자_전체_남,지원자_전체_여,지원자_석사_계,지원자_석사_남,지원자_석사_여,지원자_박사_계,지원자_박사_남,지원자_박사_여,입학자_전체_계,입학자_전체_남,입학자_전체_여,입학자_석사_계,입학자_석사_남,입학자_석사_여,입학자_박사_계,입학자_박사_남,입학자_박사_여,정원내_입학자_전체_계,정원내_입학자_전체_남,정원내_입학자_전체_여,정원내_입학자_학부_계,정원내_입학자_학부_남,정원내_입학자_학부_여,정원내_입학자_석사_계,정원내_입학자_석사_남,정원내_입학자_석사_여,정원내_입학자_박사_계,정원내_입학자_박사_남,정원내_입학자_박사_여,정원외_입학자_전체_계,정원외_입학자_전체_남,정원외_입학자_전체_여,정원외_입학자_석사_계,정원외_입학자_석사_남,정원외_입학자_석사_여,정원외_입학자_박사_계,정원외_입학자_박사_남,정원외_입학자_박사_여,재적생_전체_계,재적생_전체_남,재적생_전체_여,재학생_전체_계,재학생_전체_남,재학생_전체_여,휴학생_전체_계,휴학생_전체_남,휴학생_전체_여,유예생_전체_계,유예생_전체_남,유예생_전체_여,재적생_석사_계,재적생_석사_남,재적생_석사_여,재학생_석사_계,재학생_석사_남,재학생_석사_여,휴학생_석사_계,휴학생_석사_남,휴학생_석사_여,재적생_박사_계,재적생_박사_남,재적생_박사_여,재학생_박사_계,재학생_박사_남,재학생_박사_여,휴학생_박사_계,휴학생_박사_남,휴학생_박사_여,외국인유학생_총계_계,외국인유학생_총계_남,외국인유학생_총계_여,외국인유학생_학사_계,외국인유학생_학사_남,외국인유학생_학사_여,외국인유학생_석사_계,외국인유학생_석사_남,외국인유학생_석사_여,외국인유학생_박사_계,외국인유학생_박사_남,외국인유학생_박사_여,졸업자_전체,졸업자_남,졸업자_전체_여,졸업자_석사_계,졸업자_석사_남,졸업자_석사_여,졸업자_박사_계,졸업자_박사_남,졸업자_박사_여,전임교원_계,전임교원_남,전임교원_여,비전임교원_계,비전임교원_남,비전임교원_여,is_no_department_placeholder,analysis_unit_type,대학원구분_clean,대계열_clean,중계열_clean,소계열_clean
2024,대학교,,경상국립대학교,기존,본교(제2캠퍼스),경남,경남 통영시,국립,주간,경남 통영시 통영해안로 2,53064,055-772-9099,,https://www.gnu.ac.kr/main/main.do,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,특수대학원,부설대학원,경상국립대학교 창업대학원,기존,본교(제1캠퍼스),경남,경남 진주시,국립,주야간,"경상남도 진주시 동진로 33 (칠암동, 경상국립대학교칠암캠퍼스)",52725,055-772-3918,,https://newgh.gnu.ac.kr/gsb/main.do,대학원과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,소속학과없음_placeholder,부설대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,국립공주대학교,기존,본교(제1캠퍼스),충남,충남 공주시,국립,주간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8114,,https://www.kongju.ac.kr/,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,170,79,91,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,국립공주대학교,기존,본교(제2캠퍼스),충남,충남 천안시,국립,주간,충남 천안시 서북구 천안대로 1223-24,31080,,,https://brain.kongju.ac.kr/sites/ZD0000/index.do,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,국립공주대학교,기존,본교(제3캠퍼스),충남,충남 예산군,국립,주간,충남 예산군 예산읍 대학로 54,32439,,,https://indu.kongju.ac.kr/sites/ZE0000/index.do,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,특수대학원,부설대학원,국립공주대학교 경영대학원,기존,본교(제1캠퍼스),충남,충남 공주시,국립,야간,충남 공주시 공주대학로 56,32588,041-850-8353,041-850-8355,https://gbpa.kongju.ac.kr/,대학원과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,소속학과없음_placeholder,부설대학원,소속학과없음,소속학과없음,소속학과없음
2024,특수대학원,부설대학원,국립공주대학교특수교육대학원,기존,본교(제1캠퍼스),충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8409,041-850-8410,https://special.kongju.ac.kr,대학원과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,True,소속학과없음_placeholder,부설대학원,소속학과없음,소속학과없음,소속학과없음
2024,특수대학원,부설대학원,국립공주대학교 테크노융합대학원,기존,본교(제2캠퍼스),충남,충남 천안시,국립,야간,충남 천안시 서북구 천안대로 1223-24,31080,041-521-9078,041-521-9079,https://techno.kongju.ac.kr,대학원과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,True,소속학과없음_placeholder,부설대학원,소속학과없음,소속학과없음,소속학과없음
2024,전문대학원,부설대학원,국립공주대학교 정책융합전문대학원,기존,본교(제1캠퍼스),충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-0170,041-850-0173,https://pcpa.kongju.ac.kr,대학원과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,True,소속학과없음_placeholder,부설대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,국립군산대학교,기존,본교(제1캠퍼스),전북,전북 군산시,국립,주간,"전북특별자치도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4113,,www.kunsan.ac.kr/index.kunsan,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,23,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,국립금오공과대학교,학교명변경,본교(제1캠퍼스),경북,경북 구미시,국립,주야간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7114,054-478-7100,www.kumoh.ac.kr,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,4,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,국립목포대학교,기존,본교(제1캠퍼스),전남,전남 무안군,국립,주간,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",58554,061-450-2114,061-452-4793,www.mokpo.ac.kr,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,34,24,10,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,국립목포해양대학교,기존,본교(제1캠퍼스),전남,전남 목포시,국립,주간,"전라남도 목포시 해양대학로 91 (죽교동, 해양대학교)",58628,061-240-7114,061-240-7853,www.mmu.ac.kr,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,29,25,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,국립부경대학교,기존,본교(제1캠퍼스),부산,부산 남구,국립,주야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-4114,051-629-5119,www.pknu.ac.kr,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,181,99,82,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,부산대학교,기존,본교(제1캠퍼스),부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-512-0311,051-512-3368,www.pusan.ac.kr,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,240,118,122,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,부산대학교,기존,본교(제2캠퍼스),경남,경남 밀양시,국립,주간,경남 밀양시 삼랑진읍 삼랑진로 1268-50,50463,051-512-0311,051-512-3368,www.pusan.ac.kr,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,부산대학교,기존,본교(제3캠퍼스),경남,경남 양산시,국립,주간,경남 양산시 물금읍 부산대학로 49,50612,051-512-0311,051-512-3368,www.pusan.ac.kr,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,17,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,대학교,,서울대학교,기존,본교(제1캠퍼스),서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",08826,02-880-5114,02-885-5272,www.snu.ac.kr,대학과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,575,310,265,True,소속학과없음_placeholder,해당없음_비대학원,소속학과없음,소속학과없음,소속학과없음
2024,전문대학원,부설대학원,서울대학교 융합과학기술대학원,기존,본교(제1캠퍼스),서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",08826,031-888-9125,031-888-9148,gscst.snu.ac.kr,대학원과정,,,,Z99999999999,소속학과없음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,True,소속학과없음_placeholder,부설대학원,소속학과없음,소속학과없음,소속학과없음
