outcome_row_id,headcount_row_id,match_method,match_score,candidate_count,review_needed,match_evidence,candidate_preview,headcount_match_flag,school_name_raw,school_name_std,campus_name_raw,campus_name_std,campus_seq,campus_branch,dept_name_raw,dept_name_std,dept_field_raw,hc_headcount_row_id,hc_school_name_raw,hc_school_name_std,hc_campus_name_raw,hc_campus_name_std,hc_campus_seq,hc_campus_branch,hc_dept_name_raw,hc_dept_name_std,hc_major_group_raw,hc_major_group_7,school_std_match,campus_scope_ok,dept_alt_contains_hc,exact_normalized_validation
OC2024_00016,HC2024_05829,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,간호학과,True,가천대학교,가천대학교,,unknown,,,간호학과,간호학과,간호,HC2024_05829,가천대학교,가천대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,간호학과,간호학과,의약계열,MED,True,True,True,True
OC2024_00017,HC2024_05753,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,건축학부,True,가천대학교,가천대학교,,unknown,,,건축학부,건축학부,건축,HC2024_05753,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,건축학부,건축학부,공학계열,ENG,True,True,True,True
OC2024_00018,HC2024_05751,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,건축공학전공,True,가천대학교,가천대학교,,unknown,,,건축공학전공,건축공학전공,건축공학,HC2024_05751,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,건축공학전공,건축공학전공,공학계열,ENG,True,True,True,True
OC2024_00019,HC2024_05754,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,건축학전공,True,가천대학교,가천대학교,,unknown,,,건축학전공,건축학전공,건축학,HC2024_05754,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,건축학전공,건축학전공,공학계열,ENG,True,True,True,True
OC2024_00020,HC2024_05788,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,게임?영상학과,True,가천대학교,가천대학교,,unknown,,,게임・영상학과,게임영상학과,게임・영상,HC2024_05788,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,게임?영상학과,게임영상학과,공학계열,ENG,True,True,True,True
OC2024_00021,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,경영학부 | 경영학부(글로벌경영학) | 경영학부(경영학),False,가천대학교,가천대학교,,unknown,,,경영학부 | 경영학부(경영학) | 경영학부(글로벌경영학) | 경영학부,경영학부경영학부경영학경영학부글로벌경영학경영학부,경영,,,,,,,,,,,,,True,False,
OC2024_00022,HC2024_05728,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,경영학전공,True,가천대학교,가천대학교,,unknown,,,경영학전공,경영학전공,경영학,HC2024_05728,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,경영학전공,경영학전공,사회계열,SOC,True,True,True,True
OC2024_00023,HC2024_05736,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,경제학과,True,가천대학교,가천대학교,,unknown,,,경제학과,경제학과,경제,HC2024_05736,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,경제학과,경제학과,사회계열,SOC,True,True,True,True
OC2024_00024,HC2024_05748,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,경찰?안보학과,True,가천대학교,가천대학교,,unknown,,,경찰・안보학과,경찰안보학과,경찰・안보,HC2024_05748,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,경찰?안보학과,경찰안보학과,사회계열,SOC,True,True,True,True
OC2024_00025,HC2024_05746,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,경찰행정학과,True,가천대학교,가천대학교,,unknown,,,경찰행정학과,경찰행정학과,경찰행정,HC2024_05746,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,경찰행정학과,경찰행정학과,사회계열,SOC,True,True,True,True
OC2024_00026,HC2024_05729,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,관광경영학과,True,가천대학교,가천대학교,,unknown,,,관광경영학과,관광경영학과,관광경영,HC2024_05729,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,관광경영학과,관광경영학과,사회계열,SOC,True,True,True,True
OC2024_00027,HC2024_05731,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,글로벌경영학전공,True,가천대학교,가천대학교,,unknown,,,글로벌경영학전공,글로벌경영학전공,글로벌경영학,HC2024_05731,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,글로벌경영학전공,글로벌경영학전공,사회계열,SOC,True,True,True,True
OC2024_00028,HC2024_05806,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,금융?빅데이터학부,True,가천대학교,가천대학교,,unknown,,,금융・빅데이터학부 | 금융・빅데이터학부(금융수학전공) | 금융・빅데이터학부(금융수학전공) | 금융・빅데이터학부(빅데이터경영전공),금융빅데이터학부금융빅데이터학부금융수학전공금융빅데이터학부금융수학전공금융빅데이터학부빅데이터경영전공,금융・빅데이터,HC2024_05806,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,금융?빅데이터학부,금융빅데이터학부,자연계열,NAT,True,True,True,True
OC2024_00029,HC2024_05805,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,금융수학과,True,가천대학교,가천대학교,,unknown,,,금융수학과,금융수학과,금융수,HC2024_05805,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,금융수학과,금융수학과,자연계열,NAT,True,True,True,True
OC2024_00030,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,기계?스마트?산업공학부(기계공학전공) | 기계?스마트?산업공학부(산업공학전공) | 기계?스마트?산업공학부(스마트팩토리전공),False,가천대학교,가천대학교,,unknown,,,기계・스마트・산업공학부(기계공학전공) | 기계・스마트・산업공학부(산업공학전공) | 기계・스마트・산업공학부(스마트팩토리전공),기계스마트산업공학부기계공학전공기계스마트산업공학부산업공학전공기계스마트산업공학부스마트팩토리전공,기계・스마트・산업공,,,,,,,,,,,,,True,False,
OC2024_00031,HC2024_05760,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,기계공학과,True,가천대학교,가천대학교,,unknown,,,기계공학과,기계공학과,기계공,HC2024_05760,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,기계공학과,기계공학과,공학계열,ENG,True,True,True,True
OC2024_00032,HC2024_05744,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,도시계획?조경학부,True,가천대학교,가천대학교,,unknown,,,도시계획・조경학부,도시계획조경학부,도시계획・조경,HC2024_05744,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,도시계획?조경학부,도시계획조경학부,사회계열,SOC,True,True,True,True
OC2024_00033,HC2024_05743,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,도시계획학전공,True,가천대학교,가천대학교,,unknown,,,도시계획학전공,도시계획학전공,도시계획학,HC2024_05743,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,도시계획학전공,도시계획학전공,사회계열,SOC,True,True,True,True
OC2024_00034,HC2024_05719,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,동양어문학과,True,가천대학교,가천대학교,,unknown,,,동양어문학과,동양어문학과,동양어문,HC2024_05719,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,동양어문학과,동양어문학과,인문계열,HUM,True,True,True,True
OC2024_00035,HC2024_05808,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,물리학과,True,가천대학교,가천대학교,,unknown,,,물리학과,물리학과,물리,HC2024_05808,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,물리학과,물리학과,자연계열,NAT,True,True,True,True
OC2024_00036,HC2024_05833,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,물리치료학과,True,가천대학교,가천대학교,,unknown,,,물리치료학과,물리치료학과,물리치료,HC2024_05833,가천대학교,가천대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,물리치료학과,물리치료학과,의약계열,MED,True,True,True,True
OC2024_00037,HC2024_05745,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,미디어커뮤니케이션학과,True,가천대학교,가천대학교,,unknown,,,미디어커뮤니케이션학과,미디어커뮤니케이션학과,미디어커뮤니케이션,HC2024_05745,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,미디어커뮤니케이션학과,미디어커뮤니케이션학과,사회계열,SOC,True,True,True,True
OC2024_00038,HC2024_05762,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,미래자동차학과,True,가천대학교,가천대학교,,unknown,,,미래자동차학과,미래자동차학과,미래자동차,HC2024_05762,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,미래자동차학과,미래자동차학과,공학계열,ENG,True,True,True,True
OC2024_00039,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,미술·디자인학부(디자인) | 미술·디자인학부(패션디자인) | 미술·디자인학부(회화·조소),False,가천대학교,가천대학교,,unknown,,,미술·디자인학부(디자인) | 미술·디자인학부(패션디자인) | 미술·디자인학부(회화·조소),미술디자인학부디자인미술디자인학부패션디자인미술디자인학부회화조소,미술·디자인,,,,,,,,,,,,,True,False,
OC2024_00040,HC2024_05798,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,바이오나노학과,True,가천대학교,가천대학교,,unknown,,,바이오나노학과,바이오나노학과,바이오나노,HC2024_05798,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,바이오나노학과,바이오나노학과,자연계열,NAT,True,True,True,True
OC2024_00041,HC2024_05815,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,바이오의료기기학과,True,가천대학교,가천대학교,,unknown,,,바이오의료기기학과,바이오의료기기학과,바이오의료기기,HC2024_05815,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,바이오의료기기학과,바이오의료기기학과,의약계열,MED,True,True,True,True
OC2024_00042,HC2024_05774,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,반도체?디스플레이학과,True,가천대학교,가천대학교,,unknown,,,반도체・디스플레이학과,반도체디스플레이학과,반도체・디스플레이,HC2024_05774,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,반도체?디스플레이학과,반도체디스플레이학과,공학계열,ENG,True,True,True,True
OC2024_00043,HC2024_05767,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,반도체?전자공학부,True,가천대학교,가천대학교,,unknown,,,반도체・전자공학부,반도체전자공학부,반도체・전자공,HC2024_05767,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,반도체?전자공학부,반도체전자공학부,공학계열,ENG,True,True,True,True
OC2024_00044,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,반도체공학부(반도체설계전공) | 반도체공학부(반도체?디스플레이전공),False,가천대학교,가천대학교,,unknown,,,반도체공학부(반도체・디스플레이전공) | 반도체공학부(반도체설계전공),반도체공학부반도체디스플레이전공반도체공학부반도체설계전공,반도체공,,,,,,,,,,,,,True,False,
OC2024_00045,HC2024_05779,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,반도체설계학과,True,가천대학교,가천대학교,,unknown,,,반도체설계학과,반도체설계학과,반도체설계,HC2024_05779,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,반도체설계학과,반도체설계학과,공학계열,ENG,True,True,True,True
OC2024_00046,HC2024_05832,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,방사선학과,True,가천대학교,가천대학교,,unknown,,,방사선학과,방사선학과,방사선,HC2024_05832,가천대학교,가천대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,방사선학과,방사선학과,의약계열,MED,True,True,True,True
OC2024_00047,HC2024_05739,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,법학과,True,가천대학교,가천대학교,,unknown,,,법학과,법학과,법,HC2024_05739,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,법학과,법학과,사회계열,SOC,True,True,True,True
OC2024_00048,HC2024_05740,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,사회복지학과,True,가천대학교,가천대학교,,unknown,,,사회복지학과,사회복지학과,사회복지,HC2024_05740,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,사회복지학과,사회복지학과,사회계열,SOC,True,True,True,True
OC2024_00049,HC2024_05789,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,산업경영공학과,True,가천대학교,가천대학교,,unknown,,,산업경영공학과,산업경영공학과,산업경영공,HC2024_05789,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,산업경영공학과,산업경영공학과,공학계열,ENG,True,True,True,True
OC2024_00050,HC2024_05797,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,생명과학과,True,가천대학교,가천대학교,,unknown,,,생명과학과,생명과학과,생명과,HC2024_05797,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,생명과학과,생명과학과,자연계열,NAT,True,True,True,True
OC2024_00051,HC2024_05796,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,설비·소방공학과,True,가천대학교,가천대학교,,unknown,,,설비·소방공학과,설비소방공학과,설비·소방공,HC2024_05796,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,설비·소방공학과,설비소방공학과,공학계열,ENG,True,True,True,True
OC2024_00052,HC2024_05759,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,스마트시티학과,True,가천대학교,가천대학교,,unknown,,,스마트시티학과,스마트시티학과,스마트시티,HC2024_05759,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,스마트시티학과,스마트시티학과,공학계열,ENG,True,True,True,True
OC2024_00053,HC2024_05758,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,스마트시티융합학과,True,가천대학교,가천대학교,,unknown,,,스마트시티융합학과,스마트시티융합학과,스마트시티융합,HC2024_05758,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,스마트시티융합학과,스마트시티융합학과,공학계열,ENG,True,True,True,True
OC2024_00054,HC2024_05801,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,식품생명공학과,True,가천대학교,가천대학교,,unknown,,,식품생명공학과,식품생명공학과,식품생명공,HC2024_05801,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,식품생명공학과,식품생명공학과,자연계열,NAT,True,True,True,True
OC2024_00055,HC2024_05802,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,식품생물공학과,True,가천대학교,가천대학교,,unknown,,,식품생물공학과,식품생물공학과,식품생물공,HC2024_05802,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,식품생물공학과,식품생물공학과,자연계열,NAT,True,True,True,True
OC2024_00056,HC2024_05803,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,식품영양학과,True,가천대학교,가천대학교,,unknown,,,식품영양학과,식품영양학과,식품영양,HC2024_05803,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,식품영양학과,식품영양학과,자연계열,NAT,True,True,True,True
OC2024_00057,HC2024_05780,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,신소재공학과,True,가천대학교,가천대학교,,unknown,,,신소재공학과,신소재공학과,신소재공,HC2024_05780,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,신소재공학과,신소재공학과,공학계열,ENG,True,True,True,True
OC2024_00058,HC2024_05755,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,실내건축학전공,True,가천대학교,가천대학교,,unknown,,,실내건축학전공,실내건축학전공,실내건축학,HC2024_05755,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,실내건축학전공,실내건축학전공,공학계열,ENG,True,True,True,True
OC2024_00059,HC2024_05723,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,심리학과,True,가천대학교,가천대학교,,unknown,,,심리학과,심리학과,심리,HC2024_05723,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,심리학과,심리학과,인문계열,HUM,True,True,True,True
OC2024_00060,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,약학과 | 약학과(2+4학제),False,가천대학교,가천대학교,,unknown,,,약학과 | 약학과(2+4학제),약학과약학과24학제,약,,,,,,,,,,,,,True,False,
OC2024_00061,HC2024_05821,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,연기예술학과,True,가천대학교,가천대학교,,unknown,,,연기예술학과,연기예술학과,연기예술,HC2024_05821,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,연기예술학과,연기예술학과,예체능계열,ART,True,True,True,True
OC2024_00062,HC2024_05720,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,영미어문학과,True,가천대학교,가천대학교,,unknown,,,영미어문학과,영미어문학과,영미어문,HC2024_05720,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,영미어문학과,영미어문학과,인문계열,HUM,True,True,True,True
OC2024_00063,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,운동재활학과 | 운동재활학과,False,가천대학교,가천대학교,,unknown,,,운동재활학과,운동재활학과,운동재활,,,,,,,,,,,,,True,False,
OC2024_00064,HC2024_05834,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,운동재활복지학과,True,가천대학교,가천대학교,,unknown,,,운동재활복지학과,운동재활복지학과,운동재활복지,HC2024_05834,가천대학교,가천대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,운동재활복지학과,운동재활복지학과,의약계열,MED,True,True,True,True
OC2024_00065,HC2024_05721,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,유럽어문학과,True,가천대학교,가천대학교,,unknown,,,유럽어문학과,유럽어문학과,유럽어문,HC2024_05721,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,유럽어문학과,유럽어문학과,인문계열,HUM,True,True,True,True
OC2024_00066,HC2024_05749,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,유아교육학과,True,가천대학교,가천대학교,,unknown,,,유아교육학과,유아교육학과,유아교육,HC2024_05749,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,유아교육학과,유아교육학과,교육계열,EDU,True,True,True,True
OC2024_00067,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,음악학부(기악) | 음악학부(성악) | 음악학부(작곡),False,가천대학교,가천대학교,,unknown,,,음악학부(기악) | 음악학부(성악) | 음악학부(작곡),음악학부기악음악학부성악음악학부작곡,음악,,,,,,,,,,,,,True,False,
OC2024_00068,HC2024_05836,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,응급구조학과,True,가천대학교,가천대학교,,unknown,,,응급구조학과,응급구조학과,응급구조,HC2024_05836,가천대학교,가천대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,응급구조학과,응급구조학과,의약계열,MED,True,True,True,True
OC2024_00069,HC2024_05807,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,응용통계학과,True,가천대학교,가천대학교,,unknown,,,응용통계학과,응용통계학과,응용통계,HC2024_05807,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,응용통계학과,응용통계학과,자연계열,NAT,True,True,True,True
OC2024_00070,HC2024_05827,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,의학과,True,가천대학교,가천대학교,,unknown,,,의학과,의학과,의,HC2024_05827,가천대학교,가천대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,의학과,의학과,의약계열,MED,True,True,True,True
OC2024_00071,HC2024_05813,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,의공학과,True,가천대학교,가천대학교,,unknown,,,의공학과,의공학과,의공,HC2024_05813,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,의공학과,의공학과,의약계열,MED,True,True,True,True
OC2024_00072,HC2024_05730,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,의료경영학과,True,가천대학교,가천대학교,,unknown,,,의료경영학과,의료경영학과,의료경영,HC2024_05730,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,의료경영학과,의료경영학과,사회계열,SOC,True,True,True,True
OC2024_00073,HC2024_05735,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,의료산업경영학과,True,가천대학교,가천대학교,,unknown,,,의료산업경영학과,의료산업경영학과,의료산업경영,HC2024_05735,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,의료산업경영학과,의료산업경영학과,사회계열,SOC,True,True,True,True
OC2024_00074,HC2024_05826,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,의예과,True,가천대학교,가천대학교,,unknown,,,의예과,의예과,의예과,HC2024_05826,가천대학교,가천대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,의예과,의예과,의약계열,MED,True,True,True,True
OC2024_00075,HC2024_05837,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,의용생체공학과,True,가천대학교,가천대학교,,unknown,,,의용생체공학과,의용생체공학과,의용생체공,HC2024_05837,가천대학교,가천대학교,본교(제2캠퍼스),본교_제2캠퍼스,제2캠퍼스,본교,의용생체공학과,의용생체공학과,의약계열,MED,True,True,True,True
OC2024_00076,HC2024_05763,exact_normalized,1.0,1,False,school_std + optional campus + normalized department exact unique,전기공학과,True,가천대학교,가천대학교,,unknown,,,전기공학과,전기공학과,전기공,HC2024_05763,가천대학교,가천대학교,본교(제1캠퍼스),본교_제1캠퍼스,제1캠퍼스,본교,전기공학과,전기공학과,공학계열,ENG,True,True,True,True
OC2024_00077,,manual_review,1.0,4,True,multiple exact normalized candidates; campus not sufficiently decisive,전자공학과 | 전자공학부(전자공학전공) | 전자공학부(차세대반도체전공) | 전자공학부(시스템반도체전공),False,가천대학교,가천대학교,,unknown,,,전자공학과 | 전자공학부(시스템반도체전공) | 전자공학부(전자공학전공) | 전자공학부(차세대반도체전공),전자공학과전자공학부시스템반도체전공전자공학부전자공학전공전자공학부차세대반도체전공,전자공,,,,,,,,,,,,,True,False,
